Fri Feb 18 16:08:50 2022    log.dat

         31905354 function calls (30848552 primitive calls) in 54.070 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/dispatcher.py:87(OmittedArg)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/tkinter/__init__.py:2245(Tk)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/dates.py:652(ConciseDateFormatter)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/pydoc.py:1856(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/_structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/http/cookiejar.py:736(Cookie)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/prompt_toolkit/styles/style_transformation.py:36(StyleTransformation)
        6    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/setdecl.py:189(ConcreteSetComparison)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/codegen.py:1007(__init__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/datamodel/models.py:755(__init__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/options.py:10(TargetOptions)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/reductions/dcp2cone/atom_canonicalizers/indicator_canon.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/gitdb/stream.py:590(FlexibleSha1Writer)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/prompt_toolkit/key_binding/key_bindings.py:497(ConditionalKeyBindings)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/importlib/resources.py:36(_resolve)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/traitlets/utils/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/logging/__init__.py:1587(handle)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pycparser/ply/yacc.py:1309(Production)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/timeit.py:83(Timer)
        8    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/_api/__init__.py:55(fget)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/paths.py:87(get_ipython_package_dir)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/libs/x11/xlib.py:448(struct__XExtData)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/reductions/qp2quad_form/qp_matrix_stuffing.py:35(ConeDims)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/watchdog/utils/bricks.py:175(OrderedSet)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/image.py:841(AxesImage)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/colorsys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/unittest/suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/urllib/response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/linalg/linalg.py:107(_makearray)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/builtins.py:245(DivMod)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/xml/dom/xmlbuilder.py:12(Options)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/git/remote.py:138(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/libs/x11/xlib.py:2597(struct_anon_93)
        2    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/pyutils/version.py:40(get_complete_version)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/formatters.py:724(MarkdownFormatter)
        2    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/registry.py:103(check)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3850(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/tempfile.py:124(_RandomNameSequence)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/datetime.py:2236(_create)
        2    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/gl/xlib.py:126(compatible)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/projections/polar.py:460(_ThetaShift)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/click/types.py:581(BoolParamType)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/scalars.py:181(NPTimedelta)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/functions.py:240(BaseFunction)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/types.py:14(Type)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/interpolate/fitpack2.py:573(InterpolatedUnivariateSpline)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/jedi/inference/value/iterable.py:316(SequenceLiteralValue)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/collections.py:1909(TriMesh)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/reductions/solvers/conic_solvers/ecos_bb_conif.py:28(ECOS_BB)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/socket.py:497(close)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/gym/wrappers/monitoring/stats_recorder.py:76(before_reset)
        6    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/cbook/__init__.py:853(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/edoardo-ghignone/pbl_f110_gym/gym/f110_gym/envs/dynamic_models.py:238(DynamicsTest)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyparsing.py:6797(Japanese)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/types/containers.py:228(UniTuple)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/parso/python/tree.py:193(Name)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pygments/plugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/io/harwell_boeing/hb.py:423(HBFile)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/ma/core.py:872(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/git/objects/submodule/util.py:61(SubmoduleConfigParser)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/plistlib.py:439(InvalidFileException)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/formatters.py:707(HTMLFormatter)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/prompt_toolkit/input/base.py:90(PipeInput)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/prompt_toolkit/filters/base.py:55(_AndCache)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/builtins.py:239(BinOpFloorDiv)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/lib/runid.py:2(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_primitive_type}
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/data_types.py:1784(_ForeignIndexType)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/cvxcore/python/cvxcore.py:59(_SwigNonDynamicMeta)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/dates.py:1236(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/jedi/inference/base_value.py:409(__init__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/sentry_sdk/tracing.py:476(Transaction)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/font/fontconfig.py:99(FcValue)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/interface/_dtypes.py:388(BooleanType)
        1    0.000    0.000    0.001    0.001 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/lib/lazyloader.py:64(__getattr__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/interpolate/polyint.py:220(KroghInterpolator)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/tkinter/__init__.py:3990(Image)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/jedi/inference/names.py:228(ValueNameMixin)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/jedi/inference/base_value.py:335(LazyValueWrapper)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/prompt_toolkit/search.py:26(SearchDirection)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/prompt_toolkit/output/vt100.py:199(_256ColorCache)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/core/arrayprint.py:1269(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/no_unused_variables.py:5(NoUnusedVariables)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/utils/quoted_or_list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/context.py:6(__init__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/image/codecs/pil.py:47(PILImageDecoder)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/image/codecs/png.py:110(get_encoders)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/debugger.py:180(strip_indentation)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/json/decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numpy/ma/core.py:6454(__array_finalize__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/builtins.py:396(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/parso/tree.py:350(ErrorNode)
        5    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/multiprocessing/reduction.py:43(register)
        6    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/language/ast.py:605(__init__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/configparser.py:1192(ConfigParser)
        5    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/_vendor/six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typeconv/castgraph.py:30(CastSet)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/projections/polar.py:719(_WedgeBbox)
        4    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/np/arraymath.py:965(nan_min_max_factory)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/urllib3/request.py:9(RequestMethods)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/inline_closurecall.py:56(InlineClosureCallPass)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/unique_fragment_names.py:5(UniqueFragmentNames)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/tarfile.py:327(_Stream)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/builtins.py:269(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/problems/param_prob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/mathtext.py:44(MathtextBackend)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/json/encoder.py:73(JSONEncoder)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/jedi/api/environment.py:56(Environment)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/data_types.py:114(_WBValueArtifactTarget)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/charset_normalizer/md.py:105(TooManyAccentuatedPlugin)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/urllib3/_collections.py:31(RecentlyUsedContainer)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/builtins.py:227(<listcomp>)
       12    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/errors.py:505(highlight)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/gridspec.py:339(GridSpec)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/ticker.py:196(_DummyAxis)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/urllib/request.py:789(ProxyHandler)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/_vendor/pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/internal/internal_util.py:63(RecordLoopThread)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/typed/__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/binding/targets.py:202(name)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/ir/values.py:83(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\embotech\Documents\embotech_FORCESPRO_devops\FORCESPRO_pipelines\1\s\Clients\Python\forcespro\nlp\symbolicModel.py:129(SymbolicStage)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/_vendor/packaging/specifiers.py:602(__hash__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/traitlets/config/loader.py:48(_Sentinel)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/default_values_of_correct_type.py:8(DefaultValuesOfCorrectType)
        2    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/jedi/api/classes.py:75(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/multiprocessing/context.py:226(DefaultContext)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/no_undefined_variables.py:5(NoUndefinedVariables)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/randomdecl.py:231(Random_ternary_distribution)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/projections/geo.py:298(HammerAxes)
        3    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/PIL/Image.py:3168(register_save_all)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/typed/typedlist.py:39(_Sequence)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/gitdb/db/base.py:108(FileDBBase)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/ssl.py:446(_ASN1Object)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/image/atlas.py:95(Allocator)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/bdb.py:637(Breakpoint)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/email/header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/PIL/ImageFile.py:89(ImageFile)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/possible_fragment_spreads.py:7(PossibleFragmentSpreads)
        1    0.000    0.000    0.000    0.000 C:\Users\embotech\Documents\embotech_FORCESPRO_devops\FORCESPRO_pipelines\1\s\Clients\Python\forcespro\nlp\ADMode.py:8(ADMode)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/rules/provided_non_null_arguments.py:6(ProvidedNonNullArguments)
        2    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/legend_handler.py:262(__init__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/libs/x11/xlib.py:1605(struct_anon_53)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/scipy/io/matlab/miobase.py:325(MatFileReader)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/streamplot.py:248(DomainMap)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/image/codecs/png.py:48(PNGImageDecoder)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/reductions/solvers/defines.py:108(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_common_types}
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/validation/validation.py:47(ValidationContext)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyglet/libs/x11/xsync.py:241(struct_anon_97)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wcwidth/table_wide.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/vendor/graphql-core-1.1/graphql/type/definition.py:468(GraphQLEnumValue)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/urllib/request.py:424(OpenerDirector)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/urllib3/connectionpool.py:60(ConnectionPool)
        2    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pyparsing.py:1467(setResultsName)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/utils/capture.py:16(RichOutput)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/projections/polar.py:144(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/dateutil/tz/tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/formatters.py:791(LatexFormatter)
        1    0.000    0.000    0.000    0.000 C:\Users\embotech\Documents\embotech_FORCESPRO_devops\FORCESPRO_pipelines\1\s\Clients\Python\forcespro\nlp\convexModel.py:9(ConvexModel)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/pkg_resources/__init__.py:501(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/email/header.py:179(Header)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/dates.py:1166(RRuleLocator)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/jedi/inference/value/function.py:26(LambdaName)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/IPython/core/magics/config.py:28(ConfigMagics)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/typing/builtins.py:404(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/numba/core/ir.py:686(StoreMap)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/3.9.2/lib/python3.9/traceback.py:318(StackSummary)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/llvmlite/binding/value.py:38(StorageClass)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/gitdb/db/base.py:66(ObjectDBW)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/wandb/sdk/lib/redirect.py:123(__init__)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/cvxpy/reductions/dgp2dcp/atom_canonicalizers/__init__.py:84(DgpCanonMethods)
        1    0.000    0.000    0.000    0.000 {built-in method _cvxcore.SwigPyIterator_swigregister}
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/matplotlib/patches.py:1872(_simpleprint_styles)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/charset_normalizer/legacy.py:52(CharsetNormalizerMatches)
        1    0.000    0.000    0.000    0.000 /home/gnone/.pyenv/versions/f1tenth/lib/python3.9/site-packages/gym/vector/sync_vector_env.py:11(SyncVectorEnv)
